transaction_id,customer_id,store_id,transaction_date,total_amount,customer_phone
T001092,C01425,S03374,16-08-2025 12:13,545.3,6213007154
T001093,C01286,S02789,05-09-2025 16:59,781.2,6196538140
T001094,C02479,S01523,18-11-2025 07:34,1952.61,3751969843
T001095,C00166,S01869,03-10-2025 01:40,717.79,1763574259
T001096,C03392,S02252,26-11-2023 07:22,1151.25,4261591280
T001097,C00031,S02907,30-04-2024 17:20,204.71,4245712707
T001098,C02343,S02902,27-06-2025 22:54,887.89,364764676
T001099,C04600,S02203,20-11-2025 20:54,1204.62,1173465996
T001100,C00529,S00114,29-01-2024 09:39,366.71,5955717117
T001101,C01413,S01547,13-06-2024 10:13,1322.79,6057566760
T001102,C03702,S00494,22-02-2025 09:13,1608.16,7993325521
T001103,C03726,S02285,28-04-2024 23:52,50.89,7106353550
T001104,C02655,S03030,09-11-2025 18:41,1351.51,548260213
T001105,C03340,S03619,09-05-2025 08:29,358.03,3527154566
T001106,C01949,S00190,17-04-2024 16:24,1215.67,5684204417
T001107,C01147,S01727,17-11-2025 02:18,1108.29,6946719750
T001108,C00099,S00042,20-04-2025 14:46,220.63,6050711737
T001109,C03443,S03632,16-12-2023 17:35,264.63,5730570023
T001110,C01910,S03234,21-12-2023 23:57,301.64,6495385477
T001111,C03879,S03685,10-04-2024 06:00,590.94,5895551672
T001112,C04535,S00621,19-01-2025 13:24,569.58,1354904182
T001113,C00424,S02197,27-12-2024 18:29,776.11,6899211436
T001114,C03863,S00956,12-04-2025 01:22,1791.68,354584940
T001115,C04428,S01520,21-01-2024 00:04,501.8,8586069010
T001116,C04236,S00614,07-12-2023 15:48,51.15,6494817189
T001117,C04188,S01273,30-09-2024 08:52,1360.43,3027450980
T001118,C03308,S04232,24-09-2025 22:58,102.57,5935667472
T001119,C04153,S01321,08-08-2025 13:57,1940.97,6348735575
T001120,C03373,S03032,17-03-2024 17:50,1205.85,5154947114
T001121,C00738,S04176,09-10-2025 18:39,964.27,8484899224
T001122,C03805,S03249,02-04-2024 21:04,1400.32,2864236628
T001123,C03511,S03169,31-01-2025 14:15,394.72,1752755662
T001124,C01508,S04300,30-04-2025 12:31,1141.33,7185053122
T001125,C02350,S00529,31-03-2024 09:48,1723.09,5182250175
T001126,C01666,S02600,06-03-2024 13:22,1118.87,7395815284
T001127,C00981,S03073,21-03-2024 22:45,359.43,9730838647
T001128,C02108,S02939,04-12-2023 18:14,933.3,5802676711
T001129,C03450,S00890,17-10-2024 17:59,1555.85,2677677187
T001130,C00939,S03771,04-02-2025 17:24,1237.31,521557590
T001131,C03049,S02797,20-05-2024 22:07,238.93,6829800876
T001132,C03069,S00405,25-10-2025 04:03,1759.65,5679643519
T001133,C04932,S04736,31-01-2025 00:30,1934.46,7492676508
T001134,C04694,S03982,28-11-2023 21:05,361.73,9716812143
T001135,C02483,S04567,10-12-2023 04:38,1288.71,2304618213
T001136,C03882,S04036,27-07-2025 04:55,1521.99,3896638417
T001137,C02194,S02936,21-08-2025 16:06,462.29,7082457189
T001138,C01371,S02247,14-02-2024 21:41,1596.6,5032550854
T001139,C03150,S00217,19-12-2024 08:38,374.44,3827020441
T001140,C01063,S03532,01-02-2025 05:32,1458.86,5666363932
T001141,C02514,S01500,05-12-2024 09:43,573.53,8113266425
T001142,C01814,S01190,10-04-2024 07:44,1787.31,9518045610
T001143,C02140,S03658,01-07-2025 22:43,156.46,8921653502
T001144,C04378,S03713,29-05-2025 07:25,915.14,5500359050
T001145,C01055,S03572,15-07-2025 23:45,1768.04,6707472221
T001146,C03347,S04470,09-11-2024 02:30,1156.56,9154721495
T001147,C02858,S04115,12-02-2024 23:00,520.8,2183692408
T001148,C00652,S04007,28-09-2025 08:09,175.55,4377268368
T001149,C01205,S04710,30-09-2024 13:02,1384.04,4248128280
T001150,C04575,S00370,17-06-2024 18:47,413.96,878977273
T001151,C02692,S02727,23-12-2024 20:31,908.59,3119978413
T001152,C02606,S04893,08-08-2025 22:25,94.41,5887540474
T001153,C00030,S04654,02-02-2025 21:39,847.2,3467800575
T001154,C01083,S04048,21-06-2025 15:15,1012.12,1887216761
T001155,C01235,S02080,05-12-2023 11:03,350.55,8467607844
T001156,C03141,S00930,29-06-2024 05:12,1526.13,9464959869
T001157,C00645,S04615,16-07-2025 06:32,159.68,4958286259
T001158,C00435,S02481,07-05-2025 20:59,162.76,6081026573
T001159,C03294,S00385,11-05-2025 21:51,1935.5,4784789400
T001160,C03973,S01190,29-07-2024 02:08,1872.41,2197992192
T001161,C00568,S03829,23-01-2025 03:45,873.66,6043222476
T001162,C04828,S03841,28-10-2025 05:26,1176.81,8739751174
T001163,C04352,S00431,17-04-2025 16:34,1847.48,5572631466
T001164,C02141,S03524,12-09-2024 02:02,1046.78,4179359700
T001165,C02119,S02908,08-09-2024 02:16,1884.25,5938062884
T001166,C01826,S03006,09-08-2024 18:01,749.9,9319897039
T001167,C04316,S01573,09-04-2025 23:55,1924.04,2451249718
T001168,C01216,S04344,01-03-2024 20:33,1988.5,3702377232
T001169,C00972,S00677,01-01-2024 17:39,1164.72,1810173374
T001170,C03012,S00995,05-03-2025 12:11,1455.37,6311451424
T001171,C04186,S00803,28-08-2024 09:20,250.55,37953942
T001172,C04283,S02666,31-07-2025 14:29,305.42,5500961361
T001173,C03340,S04113,04-11-2024 11:04,435.18,8435645747
T001174,C04531,S02713,10-05-2025 08:05,1650.57,6423955586
T001175,C00550,S00843,20-06-2025 16:13,1035.1,7285967585
T001176,C03835,S00722,30-08-2024 16:30,1668.24,7598278024
T001177,C01028,S00859,17-12-2023 19:11,1506.77,3732192511
T001178,C04977,S03275,20-09-2024 12:44,954.68,5042236042
T001179,C01552,S02805,05-07-2025 08:15,354.9,9135993803
T001180,C00415,S04834,18-07-2025 10:27,1729.47,7221775781
T001181,C03929,S03008,27-07-2025 18:54,801.07,1700886212
T001182,C00246,S04847,31-12-2024 14:58,1180.97,2612503049
T001183,C03877,S03566,26-06-2024 22:22,1609.39,9446832084
T001184,C02448,S02194,16-08-2025 19:21,1052.99,7639477435
T001185,C02802,S01312,04-07-2025 18:01,65.02,9005432304
T001186,C01796,S04650,12-06-2025 07:51,1225.32,4531202981
T001187,C00578,S03969,03-11-2025 23:05,354.16,267209729
T001188,C00645,S03943,07-11-2024 02:21,1192.05,8670208762
T001189,C00821,S00702,24-02-2025 16:12,96.13,7930435014
T001190,C02724,S01206,02-10-2025 13:14,1899.39,1461981001
T001191,C02513,S04515,09-07-2025 04:00,1793.63,4650615055
T001192,C03706,S00522,26-04-2025 12:49,613.7,3262968887
T001193,C03193,S04247,05-09-2025 12:29,1722.84,8228510245
T001194,C00033,S03539,04-12-2023 07:47,1824.69,7943011777
T001195,C00667,S01385,13-09-2025 18:11,593.99,7421234867
T001196,C00780,S01590,03-08-2025 17:58,1681.89,9873070962
T001197,C04609,S00951,10-05-2024 06:05,123.89,8505550639
T001198,C01076,S02707,27-11-2023 02:16,240.27,1404882474
T001199,C03927,S00740,09-07-2024 08:51,751.12,4131841917
T001200,C01436,S03463,13-12-2024 18:36,1596.43,2351584756
T001201,C04538,S01181,18-06-2024 19:05,79.79,4682607673
T001202,C01005,S01040,15-08-2025 09:34,1953.69,3271686814
T001203,C04449,S01818,14-04-2025 04:58,1420.61,9730034616
T001204,C00402,S04177,04-09-2025 00:21,430.8,6484627332
T001205,C00268,S03813,09-08-2025 15:13,1493.33,7648752266
T001206,C01063,S03775,07-09-2024 15:52,1006.08,5016149450
T001207,C04679,S01910,20-01-2024 01:17,195.18,4221691572
T001208,C01493,S02547,13-06-2025 02:47,765.13,3373752499
T001209,C01986,S02185,14-05-2024 15:54,720.54,2919937384
T001210,C04891,S02539,05-03-2024 12:46,1541.86,3979326529
T001211,C04102,S00914,08-04-2025 21:34,1393.27,5361139922
T001212,C03422,S03786,15-12-2023 20:13,632.6,3951661956
T001213,C00157,S01793,23-08-2024 04:32,581.2,7889411573
T001214,C03816,S02352,15-05-2025 20:06,1098.98,3272618812
T001215,C04621,S04815,02-04-2024 03:14,1953.05,6909871580
T001216,C01196,S00851,17-03-2025 04:31,341.9,2451438995
T001217,C00491,S01623,06-11-2025 23:47,670.52,1543106672
T001218,C04839,S04544,02-12-2024 12:45,1457.65,8894043334
T001219,C01794,S01405,12-04-2025 03:55,65.38,1077153538
T001220,C04292,S03002,24-02-2025 09:44,1415.96,9248433819
T001221,C03473,S01850,11-02-2024 12:43,125.05,1764035305
T001222,C03570,S00704,13-05-2024 02:42,1293.29,8251103888
T001223,C02979,S04239,22-04-2024 03:56,204.57,9673627259
T001224,C00092,S02947,26-07-2025 14:11,1229.42,8454734486
T001225,C02687,S04654,25-02-2024 01:55,764.11,3547009291
T001226,C00093,S01327,28-04-2024 06:44,1032.61,5723830304
T001227,C04433,S03182,23-01-2024 04:48,1411.07,7273674024
T001228,C04466,S02222,14-10-2024 16:33,1051.56,6633706856
T001229,C02746,S03744,03-08-2025 17:03,922.83,1359928592
T001230,C04557,S01395,16-05-2024 06:04,1322.86,7126009321
T001231,C00868,S00533,04-01-2025 02:44,837.86,7102062563
T001232,C01199,S03047,26-01-2024 13:01,715.11,9341839186
T001233,C01799,S03225,16-04-2025 09:36,627.57,7707873788
T001234,C01546,S02903,01-02-2024 06:35,962.16,2201865593
T001235,C01586,S04024,27-10-2024 17:43,326.09,1501701976
T001236,C02663,S02857,13-03-2024 20:07,1382.09,8370107553
T001237,C04832,S01411,10-03-2024 18:37,1569.29,1190716303
T001238,C00904,S03399,22-09-2025 21:09,1349.62,4399092232
T001239,C01422,S03116,31-03-2025 02:08,1688.96,4181968865
T001240,C03014,S03295,19-03-2025 23:14,1304.82,425962270
T001241,C00626,S04876,17-06-2025 07:54,520.59,8684727441
T001242,C01388,S00776,16-11-2025 15:16,1100.49,5934488759
T001243,C03332,S00995,26-01-2024 18:53,391.72,9185649964
T001244,C00590,S04455,30-09-2025 22:18,222.05,4125674233
T001245,C03738,S01409,18-04-2025 17:41,1634.6,4524260076
T001246,C00033,S04997,17-07-2024 15:43,186.93,2464048530
T001247,C03482,S04303,11-06-2025 13:49,1966.72,8423532109
T001248,C02429,S03194,27-10-2024 18:39,1171.75,6959564462
T001249,C01047,S01920,06-05-2025 18:36,1844.3,239999407
T001250,C03099,S01948,15-10-2024 10:07,745.92,7032560255
T001251,C04402,S03845,01-02-2025 17:47,582.45,1437194592
T001252,C01980,S01937,31-05-2025 06:11,1237.34,6287936550
T001253,C01418,S01082,20-08-2025 13:50,1062.9,8898820598
T001254,C00799,S04248,05-03-2025 18:16,139.78,6960518389
T001255,C01325,S04383,05-06-2025 09:34,850.65,7988313251
T001256,C00931,S00732,20-09-2024 23:16,623.67,5121677932
T001257,C04240,S02660,17-04-2024 21:23,1457.46,3940208899
T001258,C01571,S00574,02-02-2025 02:00,1339.26,9699222489
T001259,C03461,S00613,15-06-2025 21:08,434.18,2002234523
T001260,C02724,S04217,23-11-2023 07:45,1695.47,9972468302
T001261,C01448,S03992,13-02-2025 03:31,906.94,7440820144
T001262,C02777,S03914,26-12-2024 06:21,517.86,4779840249
T001263,C02567,S04247,01-02-2024 04:14,1219.06,4164374456
T001264,C00346,S04391,12-06-2024 10:46,898.95,1405987874
T001265,C04684,S01887,13-11-2025 11:19,990.24,9005786725
T001266,C02322,S01508,12-07-2025 07:42,1977.13,249024702
T001267,C03807,S02277,27-11-2024 18:56,1392.27,9227882399
T001268,C01864,S04817,28-11-2024 03:10,910.64,3394079861
T001269,C02472,S02464,27-12-2023 06:34,1848.89,1254395294
T001270,C01627,S01317,29-06-2024 14:30,376.72,4309767977
T001271,C02670,S02900,14-11-2024 11:18,1207.48,5094617181
T001272,C00445,S03239,27-07-2025 13:57,237.04,2453955092
T001273,C01446,S00689,28-05-2025 03:09,637.28,9848354181
T001274,C03344,S03013,16-10-2024 13:22,1891.67,4893242901
T001275,C00752,S04272,22-04-2024 09:35,920.48,1007156094
T001276,C00943,S03834,13-07-2025 12:59,1303.56,2651815325
T001277,C02738,S00095,21-07-2025 19:04,119.4,5145686951
T001278,C03666,S01329,12-09-2024 06:10,682.01,4988699153
T001279,C02330,S03342,17-05-2024 20:50,1589.35,3326850216
T001280,C04078,S03887,03-06-2025 07:50,1446.86,3879698893
T001281,C01067,S03719,19-01-2024 09:01,291.28,6227003241
T001282,C02933,S01041,31-12-2024 10:54,937.17,1868321271
T001283,C00420,S03182,21-10-2024 03:01,459.05,6640966473
T001284,C02812,S04411,28-11-2023 17:17,1488.81,4309367833
T001285,C04015,S03123,28-11-2023 14:08,1340.47,9585020827
T001286,C00109,S01968,19-12-2023 23:34,77.31,5576754475
T001287,C03017,S04357,27-10-2025 05:16,1415.01,5358663189
T001288,C04480,S02763,09-08-2024 14:36,973.53,5384341870
T001289,C04414,S04571,17-09-2025 10:12,1240.54,4076865245
T001290,C00515,S00786,01-11-2025 23:05,623.58,8087484149
T001291,C02513,S02657,07-02-2025 12:39,1238.77,2587452097
T001292,C01125,S02421,16-07-2024 12:36,375.1,6589053562
T001293,C03012,S04735,31-07-2025 21:50,1755.69,2145012011
T001294,C04975,S01391,14-12-2023 20:24,1361.24,8049225541
T001295,C00762,S00848,18-09-2024 13:17,1307.07,5953558613
T001296,C03034,S04671,03-01-2025 22:12,124.94,3583920844
T001297,C01469,S01274,15-10-2025 07:46,161.51,9653583294
T001298,C02500,S02164,27-05-2024 12:41,587.62,5900030593
T001299,C02237,S00197,20-09-2024 10:14,1529.63,7325365767
T001300,C03556,S03032,05-12-2024 21:14,1517.59,5704078213
T001301,C00002,S00671,02-10-2024 16:25,1933.46,2303817346
T001302,C02343,S00739,14-11-2024 19:11,1854.97,9407396664
T001303,C04559,S01869,27-03-2025 20:05,770.65,2826785753
T001304,C00669,S02434,17-10-2024 05:20,752.71,1408432765
T001305,C03267,S03952,24-12-2024 23:39,1170.18,83276843
T001306,C00782,S04299,31-08-2025 15:04,149.1,3567029733
T001307,C04509,S00522,22-04-2025 19:40,1878.29,920986690
T001308,C01612,S01973,22-12-2023 17:33,783.57,2449293287
T001309,C03306,S01837,26-01-2024 06:40,946.29,6630724526
T001310,C04521,S02378,07-02-2025 20:05,1476.53,928721915
T001311,C00179,S02135,22-07-2024 16:58,1109.07,6003208767
T001312,C04335,S04817,05-01-2025 12:51,1404.6,8606775269
T001313,C01306,S01032,28-03-2024 15:00,1924.79,8219747714
T001314,C02022,S03679,21-10-2024 19:46,1157.24,2196159384
T001315,C03505,S00621,18-02-2024 00:30,795.31,5009396056
T001316,C01794,S04772,13-03-2024 01:17,908.15,1846232409
T001317,C03958,S02862,28-10-2024 07:03,1375.53,5298842620
T001318,C04283,S04302,08-08-2024 13:27,169.43,1164745704
T001319,C00837,S00797,29-07-2024 10:58,1049.58,1009927366
T001320,C00356,S03404,24-08-2025 19:31,1530.88,9679533396
T001321,C01575,S01728,08-08-2025 03:05,1729.44,6220365156
T001322,C03165,S00779,06-08-2025 22:43,404.47,7782139607
T001323,C04028,S03462,24-04-2025 04:56,218.12,3226239097
T001324,C03316,S03191,13-10-2024 01:54,1530.51,6562990625
T001325,C00303,S03581,20-08-2024 17:55,1582.41,860651093
T001326,C01085,S02966,13-03-2025 22:19,333.91,6184860675
T001327,C03220,S04771,17-05-2025 03:33,1574.16,348562731
T001328,C00693,S01772,19-11-2024 10:26,1482.05,3238015289
T001329,C03850,S00099,19-08-2024 16:47,1570.81,237683852
T001330,C03828,S03516,03-06-2025 02:47,1408.84,7880646116
T001331,C04311,S04576,03-08-2025 21:13,1280.86,3340723237
T001332,C04499,S03632,16-02-2024 08:29,1732.78,3071120537
T001333,C01705,S03824,03-01-2025 08:04,1579.29,6955691231
T001334,C04560,S04021,20-10-2025 03:25,1597.06,8913362002
T001335,C02668,S01734,06-05-2025 14:10,1358.67,9571158733
T001336,C00351,S01206,29-01-2025 03:10,1063.04,3017364236
T001337,C04286,S01464,23-07-2025 06:17,109.43,1233493876
T001338,C02642,S02707,07-04-2024 17:55,1410.16,5410650381
T001339,C01470,S03019,30-04-2024 00:36,858.76,4256041939
T001340,C04897,S01456,25-05-2024 03:45,909.97,9057276387
T001341,C03463,S02055,16-08-2024 22:42,1324.75,1822508575
T001342,C03039,S00988,25-12-2024 20:07,1760.24,206954940
T001343,C03019,S03487,05-11-2025 19:06,1571.63,3112190571
T001344,C00537,S01278,23-01-2025 18:05,387.08,9822689095
T001345,C00887,S00651,03-09-2025 03:00,61.75,6337400263
T001346,C04729,S01213,30-06-2024 16:39,1165.91,5448580248
T001347,C03521,S02732,04-02-2025 23:28,612.06,712322647
T001348,C02925,S02677,15-06-2024 10:05,1100.11,6321582083
T001349,C00626,S02446,10-03-2024 22:02,1924.78,5757596636
T001350,C03336,S00791,30-09-2024 07:02,819.98,2161817389
T001351,C02111,S00011,15-09-2024 19:07,73.94,4522223602
T001352,C00610,S02303,15-03-2025 19:05,681.8,9599944071
T001353,C03805,S00901,23-12-2023 10:32,829.94,6596190377
T001354,C01629,S04532,27-06-2024 19:06,855.69,7796333903
T001355,C03068,S01861,26-07-2024 03:46,758.66,5751870634
T001356,C01497,S00344,12-09-2024 05:43,752.07,892204474
T001357,C00391,S02802,21-12-2023 03:53,1992.74,165975617
T001358,C04244,S03184,15-06-2025 00:59,1386.96,139003070
T001359,C04850,S03191,22-04-2024 14:34,173.89,9217906184
T001360,C02383,S02641,26-08-2025 12:17,737.4,8831485625
T001361,C02787,S02369,05-08-2024 06:44,1258.05,6789498797
T001362,C00188,S04614,18-04-2025 14:36,767.06,3638144169
T001363,C02361,S02558,19-02-2024 17:03,1960.7,1929289195
T001364,C04382,S03153,26-01-2024 03:54,1314.44,8186208883
T001365,C02705,S04616,27-04-2024 10:16,1342.1,8488915370
T001366,C02924,S01103,21-06-2025 12:16,994.72,5304059582
T001367,C04215,S02538,21-08-2024 09:52,1087.26,7933619933
T001368,C03987,S00723,27-11-2024 14:34,151.21,5836311171
T001369,C04337,S01659,18-12-2024 09:20,742.2,6299757870
T001370,C04037,S03839,08-03-2025 23:15,354.36,9750461902
T001371,C03642,S00017,25-06-2024 15:03,760.37,8504292834
T001372,C01895,S00575,22-06-2024 23:11,318.07,9986568392
T001373,C00840,S01883,01-09-2024 12:00,563.42,1248975307
T001374,C02478,S04442,18-04-2025 00:39,1133.36,1772865301
T001375,C04291,S01675,09-04-2025 13:44,1469.06,3498692828
T001376,C03211,S04770,21-09-2025 18:32,1096.27,3510186108
T001377,C04176,S02200,13-09-2024 21:16,718.74,5078596713
T001378,C01961,S04826,18-06-2024 21:42,830.27,4824848669
T001379,C01187,S02027,03-09-2025 05:59,91.89,105314624
T001380,C00395,S01121,22-04-2024 16:51,369.09,4964914091
T001381,C01272,S04998,03-03-2024 19:54,1260.64,303782947
T001382,C02694,S00516,20-07-2025 19:10,1842.92,1815334941
T001383,C01908,S04124,23-09-2025 05:49,1186.63,1644408436
T001384,C03503,S04091,13-09-2024 23:30,1697.41,972062856
T001385,C02227,S02601,11-06-2024 20:45,451.42,9631167564
T001386,C03903,S04114,04-08-2024 14:57,1287.63,2034485394
T001387,C02949,S00020,14-08-2025 03:57,318.73,569900903
T001388,C02081,S04967,18-08-2024 23:10,78.32,5325839245
T001389,C03147,S00613,27-04-2024 18:00,1042.14,9013894216
T001390,C03415,S00686,26-07-2025 02:19,237.77,7326420449
T001391,C04257,S02592,14-08-2024 08:10,1744.95,8220983863
T001392,C03292,S01315,25-09-2024 03:38,1218.9,4987634198
T001393,C04817,S04641,08-09-2024 02:02,212.64,7516467260
T001394,C00214,S02982,29-01-2024 07:48,433.77,6483275233
T001395,C02240,S01762,27-06-2024 12:56,1205.03,9338340415
T001396,C04304,S03183,06-03-2024 18:30,566.73,1116313960
T001397,C04150,S02546,16-10-2024 05:56,1491.5,2765087141
T001398,C04064,S04308,27-07-2024 13:56,79.54,6723383589
T001399,C01353,S04910,01-04-2024 01:19,700.99,1671681735
T001400,C02859,S02300,26-05-2025 06:37,498.19,142023811
T001401,C01174,S04363,05-03-2025 00:14,860.32,6080439191
T001402,C04495,S00044,24-03-2024 05:12,1051.59,2459024295
T001403,C04184,S04745,23-04-2025 17:06,1356.65,834968379
T001404,C01645,S04593,18-06-2024 06:50,1688.68,9265775153
T001405,C04939,S03612,06-05-2025 06:19,672.79,2651858056
T001406,C03688,S02855,04-07-2025 05:41,1765.34,822399408
T001407,C01496,S02164,30-07-2024 18:26,1317.21,8763677376
T001408,C03651,S04002,26-09-2025 19:22,525.03,9237531907
T001409,C02549,S01293,07-03-2025 02:26,287.06,3232929276
T001410,C00175,S02548,14-06-2025 01:15,540.78,3895542203
T001411,C01927,S03769,25-02-2024 23:54,404.44,4505230093
T001412,C04599,S03276,07-06-2024 08:03,917.34,336503425
T001413,C04711,S00409,17-08-2025 22:49,651.33,4272435545
T001414,C01196,S02167,16-07-2025 11:18,1352.84,3781073951
T001415,C00987,S00038,15-09-2024 22:34,789.66,3976515934
T001416,C03173,S02941,30-10-2024 20:14,1318.13,3727171547
T001417,C02828,S02280,17-12-2024 02:44,185.92,6681758766
T001418,C00791,S00621,13-10-2024 01:44,800.81,8856567080
T001419,C04909,S00419,05-08-2024 19:14,712.02,7257240483
T001420,C04904,S04162,31-08-2025 05:19,1527.41,976780996
T001421,C03693,S00569,08-10-2024 19:37,1891.99,5267771727
T001422,C02495,S04106,19-11-2024 12:18,783.02,8660136774
T001423,C02373,S03811,06-02-2024 19:36,365.16,8795570761
T001424,C02338,S02317,16-01-2025 05:55,1011.59,790902641
T001425,C01974,S04613,26-07-2024 18:18,195.01,4280091131
T001426,C02523,S01115,29-01-2024 01:33,79.6,5250404975
T001427,C02128,S00903,17-12-2024 02:14,890.96,4163402165
T001428,C02899,S03138,17-12-2024 17:32,1622.55,992437467
T001429,C03404,S00833,21-12-2023 02:32,1445.67,7419857202
T001430,C02444,S04379,27-07-2024 02:52,1959.38,703330568
T001431,C00472,S00900,27-06-2024 06:33,352.36,9983075794
T001432,C04168,S04359,02-12-2023 08:30,231.41,5763465030
T001433,C01425,S03548,27-09-2025 16:41,1783.42,1463894392
T001434,C04339,S00870,05-10-2025 01:02,134.06,5689021256
T001435,C04222,S01054,15-06-2025 23:21,210.86,5851388062
T001436,C04390,S00085,01-11-2025 23:05,930.22,605617454
T001437,C00737,S02613,28-07-2025 02:43,91.23,1659828618
T001438,C03632,S00873,05-12-2024 12:37,659.12,6016368177
T001439,C01327,S02382,10-12-2024 07:06,865.73,835645680
T001440,C02075,S01083,12-04-2024 03:23,1546.18,8936089302
T001441,C00879,S01708,01-03-2024 23:07,917.15,9801023481
T001442,C01793,S04359,21-11-2025 11:14,428.12,6877089199
T001443,C00349,S03588,30-03-2024 12:01,1496.86,5342433462
T001444,C03549,S02571,20-10-2025 01:04,587.39,5064970571
T001445,C03838,S03841,24-08-2025 13:19,1312.23,8283105776
T001446,C01806,S01638,25-04-2025 02:30,850.46,8969702382
T001447,C03995,S01160,12-01-2025 22:01,1566.18,9416687488
T001448,C02047,S02174,11-04-2024 22:42,984.14,7182858105
T001449,C00497,S04690,05-11-2025 03:14,873.44,4536620500
T001450,C04327,S03487,26-05-2024 15:40,52.14,7302155202
T001451,C00290,S01788,25-11-2023 05:40,585.31,1717622964
T001452,C00204,S00871,14-12-2023 00:05,1787.6,6494998223
T001453,C00030,S01567,06-06-2024 18:22,1346.55,9538549615
T001454,C02156,S03138,25-01-2024 15:56,1296.96,3252603338
T001455,C00904,S02907,26-10-2025 23:42,1272.13,6910596861
T001456,C03645,S03020,18-04-2024 13:19,1067.34,515604621
T001457,C02490,S00380,14-04-2024 20:57,1452.57,5238543379
T001458,C02185,S00375,20-05-2025 20:27,813.4,5725609462
T001459,C01966,S02375,13-12-2023 18:18,708.91,3098239005
T001460,C02820,S02490,30-12-2024 18:09,448.1,5940766508
T001461,C01158,S04249,27-02-2025 15:39,204.65,659213671
T001462,C02366,S01310,11-09-2025 17:05,1966.69,7570141522
T001463,C04630,S03107,30-08-2025 13:30,1837.38,2271819809
T001464,C00522,S00101,19-04-2024 09:21,669.03,8030030818
T001465,C02697,S01161,20-05-2024 02:10,235.03,5942921797
T001466,C03183,S02527,08-02-2025 13:53,1505.12,724018725
T001467,C00713,S04496,03-09-2025 20:35,269.28,7095114230
T001468,C02779,S00340,30-09-2024 14:29,1038.3,7905595537
T001469,C04069,S01493,31-05-2025 02:37,461.07,8514657143
T001470,C00641,S01412,18-02-2025 11:13,1397.19,8896829758
T001471,C00961,S03438,02-06-2025 14:28,1631.63,1000860751
T001472,C00756,S00359,30-03-2025 19:16,873.54,8167359414
T001473,C02435,S04194,20-11-2024 22:57,1055.58,878696054
T001474,C04985,S00548,03-09-2024 12:49,831.25,7116838442
T001475,C04978,S01282,07-03-2025 04:05,1928.94,7938812147
T001476,C03324,S02407,05-12-2023 01:32,1865.46,5153887355
T001477,C04261,S01528,16-06-2025 01:09,1363,2560205428
T001478,C02420,S03134,17-07-2025 06:59,1464.46,9922506634
T001479,C01726,S01490,05-11-2025 04:08,513.94,9107173347
T001480,C01732,S02023,14-08-2024 18:07,264.86,9822248451
T001481,C04485,S04004,16-01-2024 21:41,1804.92,9827612145
T001482,C02784,S04792,06-04-2025 07:41,1022.01,3333801698
T001483,C00758,S03429,29-05-2025 12:07,902.39,5813060182
T001484,C04409,S00638,06-06-2024 00:11,1590.24,8647101600
T001485,C00712,S03043,26-01-2025 15:47,1316.48,7070527748
T001486,C04947,S01005,14-05-2025 14:46,1597.97,9821117132
T001487,C04615,S03411,22-02-2024 16:42,1872.9,7439221960
T001488,C03501,S01278,15-06-2024 23:31,278.15,4614493023
T001489,C02994,S04892,29-07-2024 19:55,319.91,2128731106
T001490,C03909,S01346,18-04-2025 17:24,145.73,3325666591
T001491,C02695,S02556,16-04-2025 01:59,810.98,1230736200
T001492,C03350,S01705,20-10-2024 17:03,1397.42,3852674586
T001493,C00191,S04206,28-02-2024 21:21,1689.22,6106675389
T001494,C04886,S00105,11-04-2025 08:36,486.99,5202186632
T001495,C04677,S00906,23-03-2025 10:10,806.25,402429928
T001496,C02322,S04144,08-06-2025 22:37,1042.4,6340747353
T001497,C03619,S04209,31-12-2023 15:31,1375.94,4718578132
T001498,C04672,S01595,10-05-2024 20:58,314.02,2122214268
T001499,C01436,S01897,12-06-2025 05:17,1494.43,9914074950
T001500,C01238,S04791,23-03-2024 18:30,1550.66,7246542841
T001501,C00421,S04588,15-12-2024 01:08,1328.74,836298179
T001502,C00469,S04700,24-02-2025 19:12,701.37,57257642
T001503,C01031,S02927,26-05-2024 05:31,306.35,5518937874
T001504,C04237,S01328,19-08-2024 12:45,946.94,9447474254
T001505,C00915,S01436,22-09-2024 15:00,769.52,9460749554
T001506,C04216,S04942,11-12-2024 05:31,239.81,1860111403
T001507,C04142,S00210,21-06-2025 02:27,748.02,2730247796
T001508,C01780,S00467,06-10-2025 15:18,1298.29,5474284344
T001509,C03828,S03737,21-05-2024 21:29,694.16,5425464741
T001510,C00795,S03762,22-08-2024 00:09,1158.31,287685218
T001511,C03674,S03534,15-06-2024 05:55,1929.81,788286543
T001512,C03024,S00440,25-05-2024 22:02,696.4,191257432
T001513,C03051,S01661,07-03-2025 04:59,1889.75,5138744003
T001514,C01775,S03121,15-11-2025 09:37,77.13,8775797302
T001515,C03053,S03735,24-07-2024 19:35,801.96,735911227
T001516,C00274,S03100,29-12-2023 20:02,652.06,8164764596
T001517,C04676,S03297,28-06-2025 21:34,1597.3,4622233833
T001518,C03365,S03525,26-08-2025 01:04,306.84,4878532490
T001519,C00017,S03248,10-06-2024 21:54,255.46,6874863687
T001520,C02122,S04238,13-02-2024 09:40,1523.48,9038830245
T001521,C02130,S01968,11-08-2025 17:58,808.99,90624441
T001522,C03594,S03797,28-08-2025 19:07,1867.99,9178914244
